Time@[Altitude (Baro-Ft-AGL)],[Altitude (Baro-Ft-AGL)],bILBA,Time@[Velocity (Accel-Ft/Sec)],[Velocity (Accel-Ft/Sec)],bILBA
,,50.5863,-1.#QNAN,b1111
,,50.5887,-1.#QNAN,b1111
,,50.5913,-1.#QNAN,b1111
,,50.5938,-1.#QNAN,b1111
,,50.5962,-1.#QNAN,b1111
,,50.5988,-1.#QNAN,b1111
,,50.6012,-1.#QNAN,b1111
,,50.6037,-1.#QNAN,b1111
,,50.6063,-1.#QNAN,b1111
,,50.6087,-1.#QNAN,b1111
,,50.6113,-1.#QNAN,b1111
,,50.6138,-1.#QNAN,b1111
,,50.6162,-1.#QNAN,b1111
,,50.6188,-1.#QNAN,b1111
,,50.6213,-1.#QNAN,b1111
,,50.6237,-1.#QNAN,b1111
,,50.6263,-1.#QNAN,b1111
,,50.6287,-1.#QNAN,b1111
,,50.6312,-1.#QNAN,b1111
,,50.6338,-1.#QNAN,b1111
,,50.6362,-1.#QNAN,b1111
,,50.6387,-1.#QNAN,b1111
,,50.6413,-1.#QNAN,b1111
,,50.6437,-1.#QNAN,b1111
,,50.6463,-1.#QNAN,b1111
,,50.6488,-1.#QNAN,b1111
,,50.6512,-1.#QNAN,b1111
,,50.6538,-1.#QNAN,b1111
,,50.6563,-1.#QNAN,b1111
,,50.6587,-1.#QNAN,b1111
,,50.6613,-1.#QNAN,b1111
,,50.6637,-1.#QNAN,b1111
,,50.6662,-1.#QNAN,b1111
,,50.6688,-1.#QNAN,b1111
,,50.6712,-1.#QNAN,b1111
,,50.6738,-1.#QNAN,b1111
,,50.6763,-1.#QNAN,b1111
,,50.6787,-1.#QNAN,b1111
,,50.6813,-1.#QNAN,b1111
,,50.6838,-1.#QNAN,b1111
,,50.6862,-1.#QNAN,b1111
,,50.6888,-1.#QNAN,b1111
,,50.6912,-1.#QNAN,b1111
,,50.6937,-1.#QNAN,b1111
,,50.6963,-1.#QNAN,b1111
,,50.6987,-1.#QNAN,b1111
,,50.7012,-1.#QNAN,b1111
,,50.7038,-1.#QNAN,b1111
,,50.7062,-1.#QNAN,b1111
,,50.7088,-1.#QNAN,b1111
,,50.7113,-1.#QNAN,b1111
,,50.7137,-1.#QNAN,b1111
,,50.7163,-1.#QNAN,b1111
,,50.7188,-1.#QNAN,b1111
,,50.7212,-1.#QNAN,b1111
,,50.7238,-1.#QNAN,b1111
,,50.7262,-1.#QNAN,b1111
,,50.7287,-1.#QNAN,b1111
,,50.7313,-1.#QNAN,b1111
,,50.7337,-1.#QNAN,b1111
,,50.7363,-1.#QNAN,b1111
,,50.7388,-1.#QNAN,b1111
,,50.7412,-1.#QNAN,b1111
,,50.7438,-1.#QNAN,b1111
,,50.7463,-1.#QNAN,b1111
,,50.7487,-1.#QNAN,b1111
,,50.7513,-1.#QNAN,b1111
,,50.7537,-1.#QNAN,b1111
,,50.7562,-1.#QNAN,b1111
,,50.7588,-1.#QNAN,b1111
,,50.7612,-1.#QNAN,b1111
,,50.7637,-1.#QNAN,b1111
,,50.7663,-1.#QNAN,b1111
,,50.7687,-1.#QNAN,b1111
,,50.7713,-1.#QNAN,b1111
,,50.7738,-1.#QNAN,b1111
,,50.7762,-1.#QNAN,b1111
,,50.7788,-1.#QNAN,b1111
,,50.7813,-1.#QNAN,b1111
,,50.7837,-1.#QNAN,b1111
,,50.7863,-1.#QNAN,b1111
,,50.7887,-1.#QNAN,b1111
,,50.7912,-1.#QNAN,b1111
,,50.7938,-1.#QNAN,b1111
,,50.7962,-1.#QNAN,b1111
,,50.7988,-1.#QNAN,b1111
,,50.8013,-1.#QNAN,b1111
,,50.8037,-1.#QNAN,b1111
,,50.8063,-1.#QNAN,b1111
,,50.8088,-1.#QNAN,b1111
,,50.8112,-1.#QNAN,b1111
,,50.8138,-1.#QNAN,b1111
,,50.8162,-1.#QNAN,b1111
,,50.8187,-1.#QNAN,b1111
,,50.8213,-1.#QNAN,b1111
,,50.8237,-1.#QNAN,b1111
,,50.8262,-1.#QNAN,b1111
,,50.8288,-1.#QNAN,b1111
,,50.8312,-1.#QNAN,b1111
,,50.8338,-1.#QNAN,b1111
,,50.8363,-1.#QNAN,b1111
,,50.8387,-1.#QNAN,b1111
,,50.8413,-1.#QNAN,b1111
,,50.8438,-1.#QNAN,b1111
,,50.8462,-1.#QNAN,b1111
,,50.8488,-1.#QNAN,b1111
,,50.8512,-1.#QNAN,b1111
,,50.8537,-1.#QNAN,b1111
,,50.8563,-1.#QNAN,b1111
,,50.8587,-1.#QNAN,b1111
,,50.8613,-1.#QNAN,b1111
,,50.8638,-1.#QNAN,b1111
,,50.8662,-1.#QNAN,b1111
,,50.8688,-1.#QNAN,b1111
,,50.8713,-1.#QNAN,b1111
,,50.8737,-1.#QNAN,b1111
,,50.8763,-1.#QNAN,b1111
,,50.8787,-1.#QNAN,b1111
,,50.8812,-1.#QNAN,b1111
,,50.8838,-1.#QNAN,b1111
,,50.8862,-1.#QNAN,b1111
,,50.8887,-1.#QNAN,b1111
,,50.8913,-1.#QNAN,b1111
,,50.8937,-1.#QNAN,b1111
,,50.8963,-1.#QNAN,b1111
,,50.8988,-1.#QNAN,b1111
,,50.9012,-1.#QNAN,b1111
,,50.9038,-1.#QNAN,b1111
,,50.9063,-1.#QNAN,b1111
,,50.9087,-1.#QNAN,b1111
,,50.9113,-1.#QNAN,b1111
,,50.9137,-1.#QNAN,b1111
,,50.9162,-1.#QNAN,b1111
,,50.9188,-1.#QNAN,b1111
,,50.9212,-1.#QNAN,b1111
,,50.9238,-1.#QNAN,b1111
,,50.9263,-1.#QNAN,b1111
,,50.9287,-1.#QNAN,b1111
,,50.9313,-1.#QNAN,b1111
,,50.9338,-1.#QNAN,b1111
,,50.9362,-1.#QNAN,b1111
,,50.9388,-1.#QNAN,b1111
,,50.9412,-1.#QNAN,b1111
,,50.9437,-1.#QNAN,b1111
,,50.9463,-1.#QNAN,b1111
,,50.9487,-1.#QNAN,b1111
,,50.9512,-1.#QNAN,b1111
,,50.9538,-1.#QNAN,b1111
,,50.9562,-1.#QNAN,b1111
,,50.9588,-1.#QNAN,b1111
,,50.9613,-1.#QNAN,b1111
,,50.9637,-1.#QNAN,b1111
,,50.9663,-1.#QNAN,b1111
,,50.9688,-1.#QNAN,b1111
,,50.9712,-1.#QNAN,b1111
,,50.9738,-1.#QNAN,b1111
,,50.9762,-1.#QNAN,b1111
,,50.9787,-1.#QNAN,b1111
,,50.9813,-1.#QNAN,b1111
,,50.9837,-1.#QNAN,b1111
,,50.9863,-1.#QNAN,b1111
,,50.9888,-1.#QNAN,b1111
,,50.9912,-1.#QNAN,b1111
,,50.9938,-1.#QNAN,b1111
,,50.9963,-1.#QNAN,b1111
,,50.9987,-1.#QNAN,b1111
,,51.0013,-1.#QNAN,b1111
,,51.0037,-1.#QNAN,b1111
,,51.0062,-1.#QNAN,b1111
,,51.0088,-1.#QNAN,b1111
,,51.0112,-1.#QNAN,b1111
,,51.0137,-1.#QNAN,b1111
,,51.0163,-1.#QNAN,b1111
,,51.0187,-1.#QNAN,b1111
,,51.0213,-1.#QNAN,b1111
,,51.0238,-1.#QNAN,b1111
,,51.0262,-1.#QNAN,b1111
,,51.0288,-1.#QNAN,b1111
,,51.0313,-1.#QNAN,b1111
,,51.0337,-1.#QNAN,b1111
,,51.0363,-1.#QNAN,b1111
,,51.0387,-1.#QNAN,b1111
,,51.0412,-1.#QNAN,b1111
,,51.0438,-1.#QNAN,b1111
,,51.0462,-1.#QNAN,b1111
,,51.0488,-1.#QNAN,b1111
,,51.0513,-1.#QNAN,b1111
,,51.0537,-1.#QNAN,b1111
,,51.0563,-1.#QNAN,b1111
,,51.0588,-1.#QNAN,b1111
,,51.0612,-1.#QNAN,b1111
,,51.0638,-1.#QNAN,b1111
,,51.0662,-1.#QNAN,b1111
,,51.0687,-1.#QNAN,b1111
,,51.0713,-1.#QNAN,b1111
,,51.0737,-1.#QNAN,b1111
,,51.0762,-1.#QNAN,b1111
,,51.0788,-1.#QNAN,b1111
,,51.0812,-1.#QNAN,b1111
,,51.0838,-1.#QNAN,b1111
,,51.0863,-1.#QNAN,b1111
,,51.0887,-1.#QNAN,b1111
,,51.0913,-1.#QNAN,b1111
,,51.0938,-1.#QNAN,b1111
,,51.0962,-1.#QNAN,b1111
,,51.0988,-1.#QNAN,b1111
,,51.1012,-1.#QNAN,b1111
,,51.1037,-1.#QNAN,b1111
,,51.1063,-1.#QNAN,b1111
,,51.1087,-1.#QNAN,b1111
,,51.1113,-1.#QNAN,b1111
,,51.1138,-1.#QNAN,b1111
,,51.1162,-1.#QNAN,b1111
,,51.1188,-1.#QNAN,b1111
,,51.1213,-1.#QNAN,b1111
,,51.1237,-1.#QNAN,b1111
,,51.1263,-1.#QNAN,b1111
,,51.1287,-1.#QNAN,b1111
,,51.1312,-1.#QNAN,b1111
,,51.1338,-1.#QNAN,b1111
,,51.1362,-1.#QNAN,b1111
,,51.1387,-1.#QNAN,b1111
,,51.1413,-1.#QNAN,b1111
,,51.1437,-1.#QNAN,b1111
,,51.1463,-1.#QNAN,b1111
,,51.1488,-1.#QNAN,b1111
,,51.1512,-1.#QNAN,b1111
,,51.1538,-1.#QNAN,b1111
,,51.1563,-1.#QNAN,b1111
,,51.1587,-1.#QNAN,b1111
,,51.1613,-1.#QNAN,b1111
,,51.1637,-1.#QNAN,b1111
,,51.1662,-1.#QNAN,b1111
,,51.1688,-1.#QNAN,b1111
,,51.1712,-1.#QNAN,b1111
,,51.1738,-1.#QNAN,b1111
,,51.1763,-1.#QNAN,b1111
,,51.1787,-1.#QNAN,b1111
,,51.1813,-1.#QNAN,b1111
,,51.1838,-1.#QNAN,b1111
,,51.1862,-1.#QNAN,b1111
,,51.1888,-1.#QNAN,b1111
,,51.1912,-1.#QNAN,b1111
,,51.1937,-1.#QNAN,b1111
,,51.1963,-1.#QNAN,b1111
,,51.1987,-1.#QNAN,b1111
,,51.2012,-1.#QNAN,b1111
,,51.2038,-1.#QNAN,b1111
,,51.2062,-1.#QNAN,b1111
,,51.2088,-1.#QNAN,b1111
,,51.2113,-1.#QNAN,b1111
,,51.2137,-1.#QNAN,b1111
,,51.2163,-1.#QNAN,b1111
,,51.2188,-1.#QNAN,b1111
,,51.2212,-1.#QNAN,b1111
,,51.2238,-1.#QNAN,b1111
,,51.2262,-1.#QNAN,b1111
,,51.2287,-1.#QNAN,b1111
,,51.2313,-1.#QNAN,b1111
,,51.2337,-1.#QNAN,b1111
,,51.2363,-1.#QNAN,b1111
,,51.2388,-1.#QNAN,b1111
,,51.2412,-1.#QNAN,b1111
,,51.2438,-1.#QNAN,b1111
,,51.2463,-1.#QNAN,b1111
,,51.2487,-1.#QNAN,b1111
,,51.2513,-1.#QNAN,b1111
,,51.2537,-1.#QNAN,b1111
,,51.2562,-1.#QNAN,b1111
,,51.2588,-1.#QNAN,b1111
,,51.2612,-1.#QNAN,b1111
,,51.2637,-1.#QNAN,b1111
,,51.2663,-1.#QNAN,b1111
,,51.2687,-1.#QNAN,b1111
,,51.2713,-1.#QNAN,b1111
,,51.2738,-1.#QNAN,b1111
,,51.2762,-1.#QNAN,b1111
,,51.2788,-1.#QNAN,b1111
,,51.2813,-1.#QNAN,b1111
,,51.2837,-1.#QNAN,b1111
,,51.2863,-1.#QNAN,b1111
,,51.2887,-1.#QNAN,b1111
,,51.2912,-1.#QNAN,b1111
,,51.2938,-1.#QNAN,b1111
,,51.2962,-1.#QNAN,b1111
,,51.2988,-1.#QNAN,b1111
,,51.3013,-1.#QNAN,b1111
,,51.3037,-1.#QNAN,b1111
,,51.3063,-1.#QNAN,b1111
,,51.3088,-1.#QNAN,b1111
,,51.3112,-1.#QNAN,b1111
,,51.3138,-1.#QNAN,b1111
,,51.3162,-1.#QNAN,b1111
,,51.3187,-1.#QNAN,b1111
,,51.3213,-1.#QNAN,b1111
,,51.3237,-1.#QNAN,b1111
,,51.3262,-1.#QNAN,b1111
,,51.3288,-1.#QNAN,b1111
,,51.3312,-1.#QNAN,b1111
,,51.3338,-1.#QNAN,b1111
,,51.3363,-1.#QNAN,b1111
,,51.3387,-1.#QNAN,b1111
,,51.3413,-1.#QNAN,b1111
,,51.3438,-1.#QNAN,b1111
,,51.3462,-1.#QNAN,b1111
,,51.3488,-1.#QNAN,b1111
,,51.3512,-1.#QNAN,b1111
,,51.3537,-1.#QNAN,b1111
,,51.3563,-1.#QNAN,b1111
,,51.3587,-1.#QNAN,b1111
,,51.3613,-1.#QNAN,b1111
,,51.3638,-1.#QNAN,b1111
,,51.3662,-1.#QNAN,b1111
,,51.3688,-1.#QNAN,b1111
,,51.3713,-1.#QNAN,b1111
,,51.3737,-1.#QNAN,b1111
,,51.3763,-1.#QNAN,b1111
,,51.3787,-1.#QNAN,b1111
,,51.3812,-1.#QNAN,b1111
,,51.3838,-1.#QNAN,b1111
,,51.3862,-1.#QNAN,b1111
,,51.3887,-1.#QNAN,b1111
,,51.3913,-1.#QNAN,b1111
,,51.3937,-1.#QNAN,b1111
,,51.3963,-1.#QNAN,b1111
,,51.3988,-1.#QNAN,b1111
,,51.4012,-1.#QNAN,b1111
,,51.4038,-1.#QNAN,b1111
,,51.4063,-1.#QNAN,b1111
,,51.4087,-1.#QNAN,b1111
,,51.4113,-1.#QNAN,b1111
,,51.4137,-1.#QNAN,b1111
,,51.4162,-1.#QNAN,b1111
,,51.4188,-1.#QNAN,b1111
,,51.4212,-1.#QNAN,b1111
,,51.4238,-1.#QNAN,b1111
,,51.4263,-1.#QNAN,b1111
,,51.4287,-1.#QNAN,b1111
,,51.4313,-1.#QNAN,b1111
,,51.4338,-1.#QNAN,b1111
,,51.4362,-1.#QNAN,b1111
,,51.4388,-1.#QNAN,b1111
,,51.4412,-1.#QNAN,b1111
,,51.4437,-1.#QNAN,b1111
,,51.4463,-1.#QNAN,b1111
,,51.4487,-1.#QNAN,b1111
,,51.4512,-1.#QNAN,b1111
,,51.4538,-1.#QNAN,b1111
,,51.4562,-1.#QNAN,b1111
,,51.4588,-1.#QNAN,b1111
,,51.4613,-1.#QNAN,b1111
,,51.4637,-1.#QNAN,b1111
,,51.4663,-1.#QNAN,b1111
,,51.4688,-1.#QNAN,b1111
,,51.4712,-1.#QNAN,b1111
,,51.4738,-1.#QNAN,b1111
,,51.4762,-1.#QNAN,b1111
,,51.4787,-1.#QNAN,b1111
,,51.4813,-1.#QNAN,b1111
,,51.4837,-1.#QNAN,b1111
,,51.4863,-1.#QNAN,b1111
,,51.4888,-1.#QNAN,b1111
,,51.4912,-1.#QNAN,b1111
,,51.4938,-1.#QNAN,b1111
,,51.4963,-1.#QNAN,b1111
,,51.4987,-1.#QNAN,b1111
,,51.5013,-1.#QNAN,b1111
,,51.5037,-1.#QNAN,b1111
,,51.5062,-1.#QNAN,b1111
,,51.5088,-1.#QNAN,b1111
,,51.5112,-1.#QNAN,b1111
,,51.5137,-1.#QNAN,b1111
,,51.5163,-1.#QNAN,b1111
,,51.5187,-1.#QNAN,b1111
,,51.5213,-1.#QNAN,b1111
,,51.5238,-1.#QNAN,b1111
,,51.5262,-1.#QNAN,b1111
,,51.5288,-1.#QNAN,b1111
,,51.5313,-1.#QNAN,b1111
,,51.5337,-1.#QNAN,b1111
,,51.5363,-1.#QNAN,b1111
,,51.5387,-1.#QNAN,b1111
,,51.5412,-1.#QNAN,b1111
,,51.5438,-1.#QNAN,b1111
,,51.5462,-1.#QNAN,b1111
,,51.5488,-1.#QNAN,b1111
,,51.5513,-1.#QNAN,b1111
,,51.5537,-1.#QNAN,b1111
,,51.5563,-1.#QNAN,b1111
,,51.5588,-1.#QNAN,b1111
,,51.5612,-1.#QNAN,b1111
,,51.5638,-1.#QNAN,b1111
,,51.5662,-1.#QNAN,b1111
,,51.5687,-1.#QNAN,b1111
,,51.5713,-1.#QNAN,b1111
,,51.5737,-1.#QNAN,b1111
,,51.5762,-1.#QNAN,b1111
,,51.5788,-1.#QNAN,b1111
,,51.5812,-1.#QNAN,b1111
,,51.5838,-1.#QNAN,b1111
,,51.5863,-1.#QNAN,b1111
,,51.5887,-1.#QNAN,b1111
,,51.5913,-1.#QNAN,b1111
,,51.5938,-1.#QNAN,b1111
,,51.5962,-1.#QNAN,b1111
,,51.5988,-1.#QNAN,b1111
,,51.6012,-1.#QNAN,b1111
,,51.6037,-1.#QNAN,b1111
,,51.6063,-1.#QNAN,b1111
,,51.6087,-1.#QNAN,b1111
,,51.6113,-1.#QNAN,b1111
,,51.6138,-1.#QNAN,b1111
,,51.6162,-1.#QNAN,b1111
,,51.6188,-1.#QNAN,b1111
,,51.6213,-1.#QNAN,b1111
,,51.6237,-1.#QNAN,b1111
,,51.6263,-1.#QNAN,b1111
,,51.6287,-1.#QNAN,b1111
,,51.6312,-1.#QNAN,b1111
,,51.6338,-1.#QNAN,b1111
,,51.6362,-1.#QNAN,b1111
,,51.6387,-1.#QNAN,b1111
,,51.6413,-1.#QNAN,b1111
,,51.6437,-1.#QNAN,b1111
,,51.6463,-1.#QNAN,b1111
,,51.6488,-1.#QNAN,b1111
,,51.6512,-1.#QNAN,b1111
,,51.6538,-1.#QNAN,b1111
,,51.6563,-1.#QNAN,b1111
,,51.6587,-1.#QNAN,b1111
,,51.6613,-1.#QNAN,b1111
,,51.6637,-1.#QNAN,b1111
,,51.6662,-1.#QNAN,b1111
,,51.6688,-1.#QNAN,b1111
,,51.6712,-1.#QNAN,b1111
,,51.6738,-1.#QNAN,b1111
,,51.6763,-1.#QNAN,b1111
,,51.6787,-1.#QNAN,b1111
,,51.6813,-1.#QNAN,b1111
,,51.6838,-1.#QNAN,b1111
,,51.6862,-1.#QNAN,b1111
,,51.6888,-1.#QNAN,b1111
,,51.6912,-1.#QNAN,b1111
,,51.6937,-1.#QNAN,b1111
,,51.6963,-1.#QNAN,b1111
,,51.6987,-1.#QNAN,b1111
,,51.7012,-1.#QNAN,b1111
,,51.7038,-1.#QNAN,b1111
,,51.7062,-1.#QNAN,b1111
,,51.7088,-1.#QNAN,b1111
,,51.7113,-1.#QNAN,b1111
,,51.7137,-1.#QNAN,b1111
,,51.7163,-1.#QNAN,b1111
,,51.7188,-1.#QNAN,b1111
,,51.7212,-1.#QNAN,b1111
,,51.7238,-1.#QNAN,b1111
,,51.7262,-1.#QNAN,b1111
,,51.7287,-1.#QNAN,b1111
,,51.7313,-1.#QNAN,b1111
,,51.7337,-1.#QNAN,b1111
,,51.7363,-1.#QNAN,b1111
,,51.7388,-1.#QNAN,b1111
,,51.7412,-1.#QNAN,b1111
,,51.7438,-1.#QNAN,b1111
,,51.7463,-1.#QNAN,b1111
,,51.7487,-1.#QNAN,b1111
,,51.7513,-1.#QNAN,b1111
,,51.7537,-1.#QNAN,b1111
,,51.7562,-1.#QNAN,b1111
,,51.7588,-1.#QNAN,b1111
,,51.7612,-1.#QNAN,b1111
,,51.7637,-1.#QNAN,b1111
,,51.7663,-1.#QNAN,b1111
,,51.7687,-1.#QNAN,b1111
,,51.7713,-1.#QNAN,b1111
,,51.7738,-1.#QNAN,b1111
,,51.7762,-1.#QNAN,b1111
,,51.7788,-1.#QNAN,b1111
,,51.7813,-1.#QNAN,b1111
,,51.7837,-1.#QNAN,b1111
,,51.7863,-1.#QNAN,b1111
,,51.7887,-1.#QNAN,b1111
,,51.7912,-1.#QNAN,b1111
,,51.7938,-1.#QNAN,b1111
,,51.7962,-1.#QNAN,b1111
,,51.7988,-1.#QNAN,b1111
,,51.8013,-1.#QNAN,b1111
,,51.8037,-1.#QNAN,b1111
,,51.8063,-1.#QNAN,b1111
,,51.8088,-1.#QNAN,b1111
,,51.8112,-1.#QNAN,b1111
,,51.8138,-1.#QNAN,b1111
,,51.8162,-1.#QNAN,b1111
,,51.8187,-1.#QNAN,b1111
,,51.8213,-1.#QNAN,b1111
,,51.8237,-1.#QNAN,b1111
,,51.8262,-1.#QNAN,b1111
,,51.8288,-1.#QNAN,b1111
,,51.8312,-1.#QNAN,b1111
,,51.8338,-1.#QNAN,b1111
,,51.8363,-1.#QNAN,b1111
,,51.8387,-1.#QNAN,b1111
,,51.8413,-1.#QNAN,b1111
,,51.8438,-1.#QNAN,b1111
,,51.8462,-1.#QNAN,b1111
,,51.8488,-1.#QNAN,b1111
,,51.8512,-1.#QNAN,b1111
,,51.8537,-1.#QNAN,b1111
,,51.8563,-1.#QNAN,b1111
,,51.8587,-1.#QNAN,b1111
,,51.8613,-1.#QNAN,b1111
,,51.8638,-1.#QNAN,b1111
,,51.8662,-1.#QNAN,b1111
,,51.8688,-1.#QNAN,b1111
,,51.8713,-1.#QNAN,b1111
,,51.8737,-1.#QNAN,b1111
,,51.8763,-1.#QNAN,b1111
,,51.8787,-1.#QNAN,b1111
,,51.8812,-1.#QNAN,b1111
,,51.8838,-1.#QNAN,b1111
,,51.8862,-1.#QNAN,b1111
,,51.8887,-1.#QNAN,b1111
,,51.8913,-1.#QNAN,b1111
,,51.8937,-1.#QNAN,b1111
,,51.8963,-1.#QNAN,b1111
,,51.8988,-1.#QNAN,b1111
,,51.9012,-1.#QNAN,b1111
,,51.9038,-1.#QNAN,b1111
,,51.9063,-1.#QNAN,b1111
,,51.9087,-1.#QNAN,b1111
,,51.9113,-1.#QNAN,b1111
,,51.9137,-1.#QNAN,b1111
,,51.9162,-1.#QNAN,b1111
,,51.9188,-1.#QNAN,b1111
,,51.9212,-1.#QNAN,b1111
,,51.9238,-1.#QNAN,b1111
,,51.9263,-1.#QNAN,b1111
,,51.9287,-1.#QNAN,b1111
,,51.9313,-1.#QNAN,b1111
,,51.9338,-1.#QNAN,b1111
,,51.9362,-1.#QNAN,b1111
,,51.9388,-1.#QNAN,b1111
,,51.9412,-1.#QNAN,b1111
,,51.9437,-1.#QNAN,b1111
,,51.9463,-1.#QNAN,b1111
,,51.9487,-1.#QNAN,b1111
,,51.9512,-1.#QNAN,b1111
,,51.9538,-1.#QNAN,b1111
,,51.9562,-1.#QNAN,b1111
,,51.9588,-1.#QNAN,b1111
,,51.9613,-1.#QNAN,b1111
,,51.9637,-1.#QNAN,b1111
,,51.9663,-1.#QNAN,b1111
,,51.9688,-1.#QNAN,b1111
,,51.9712,-1.#QNAN,b1111
,,51.9738,-1.#QNAN,b1111
,,51.9762,-1.#QNAN,b1111
,,51.9787,-1.#QNAN,b1111
,,51.9813,-1.#QNAN,b1111
,,51.9837,-1.#QNAN,b1111
,,51.9863,-1.#QNAN,b1111
,,51.9888,-1.#QNAN,b1111
,,51.9912,-1.#QNAN,b1111
,,51.9938,-1.#QNAN,b1111
,,51.9963,-1.#QNAN,b1111
,,51.9987,-1.#QNAN,b1111
,,52.0013,-1.#QNAN,b1111
,,52.0037,-1.#QNAN,b1111
,,52.0062,-1.#QNAN,b1111
,,52.0088,-1.#QNAN,b1111
,,52.0112,-1.#QNAN,b1111
,,52.0137,-1.#QNAN,b1111
,,52.0163,-1.#QNAN,b1111
,,52.0187,-1.#QNAN,b1111
,,52.0213,-1.#QNAN,b1111
,,52.0238,-1.#QNAN,b1111
,,52.0262,-1.#QNAN,b1111
,,52.0288,-1.#QNAN,b1111
,,52.0313,-1.#QNAN,b1111
,,52.0337,-1.#QNAN,b1111
,,52.0363,-1.#QNAN,b1111
,,52.0387,-1.#QNAN,b1111
,,52.0412,-1.#QNAN,b1111
,,52.0438,-1.#QNAN,b1111
,,52.0462,-1.#QNAN,b1111
,,52.0488,-1.#QNAN,b1111
,,52.0513,-1.#QNAN,b1111
,,52.0537,-1.#QNAN,b1111
,,52.0563,-1.#QNAN,b1111
,,52.0588,-1.#QNAN,b1111
,,52.0612,-1.#QNAN,b1111
,,52.0638,-1.#QNAN,b1111
,,52.0662,-1.#QNAN,b1111
,,52.0687,-1.#QNAN,b1111
,,52.0713,-1.#QNAN,b1111
,,52.0737,-1.#QNAN,b1111
,,52.0762,-1.#QNAN,b1111
,,52.0788,-1.#QNAN,b1111
,,52.0812,-1.#QNAN,b1111
,,52.0838,-1.#QNAN,b1111
,,52.0863,-1.#QNAN,b1111
,,52.0887,-1.#QNAN,b1111
,,52.0913,-1.#QNAN,b1111
,,52.0938,-1.#QNAN,b1111
,,52.0962,-1.#QNAN,b1111
,,52.0988,-1.#QNAN,b1111
,,52.1012,-1.#QNAN,b1111
,,52.1037,-1.#QNAN,b1111
,,52.1063,-1.#QNAN,b1111
,,52.1087,-1.#QNAN,b1111
,,52.1113,-1.#QNAN,b1111
,,52.1138,-1.#QNAN,b1111
,,52.1162,-1.#QNAN,b1111
,,52.1188,-1.#QNAN,b1111
,,52.1213,-1.#QNAN,b1111
,,52.1237,-1.#QNAN,b1111
,,52.1263,-1.#QNAN,b1111
,,52.1287,-1.#QNAN,b1111
,,52.1312,-1.#QNAN,b1111
,,52.1338,-1.#QNAN,b1111
,,52.1362,-1.#QNAN,b1111
,,52.1387,-1.#QNAN,b1111
,,52.1413,-1.#QNAN,b1111
,,52.1437,-1.#QNAN,b1111
,,52.1463,-1.#QNAN,b1111
,,52.1488,-1.#QNAN,b1111
,,52.1512,-1.#QNAN,b1111
,,52.1538,-1.#QNAN,b1111
,,52.1563,-1.#QNAN,b1111
,,52.1587,-1.#QNAN,b1111
,,52.1613,-1.#QNAN,b1111
,,52.1637,-1.#QNAN,b1111
,,52.1662,-1.#QNAN,b1111
,,52.1688,-1.#QNAN,b1111
,,52.1712,-1.#QNAN,b1111
,,52.1738,-1.#QNAN,b1111
,,52.1763,-1.#QNAN,b1111
,,52.1787,-1.#QNAN,b1111
,,52.1813,-1.#QNAN,b1111
,,52.1838,-1.#QNAN,b1111
,,52.1862,-1.#QNAN,b1111
,,52.1888,-1.#QNAN,b1111
,,52.1912,-1.#QNAN,b1111
,,52.1937,-1.#QNAN,b1111
,,52.1963,-1.#QNAN,b1111
,,52.1987,-1.#QNAN,b1111
,,52.2012,-1.#QNAN,b1111
,,52.2038,-1.#QNAN,b1111
,,52.2062,-1.#QNAN,b1111
,,52.2088,-1.#QNAN,b1111
,,52.2113,-1.#QNAN,b1111
,,52.2137,-1.#QNAN,b1111
,,52.2163,-1.#QNAN,b1111
,,52.2188,-1.#QNAN,b1111
,,52.2212,-1.#QNAN,b1111
,,52.2238,-1.#QNAN,b1111
,,52.2262,-1.#QNAN,b1111
,,52.2287,-1.#QNAN,b1111
,,52.2313,-1.#QNAN,b1111
,,52.2337,-1.#QNAN,b1111
,,52.2363,-1.#QNAN,b1111
,,52.2388,-1.#QNAN,b1111
,,52.2412,-1.#QNAN,b1111
,,52.2438,-1.#QNAN,b1111
,,52.2463,-1.#QNAN,b1111
,,52.2487,-1.#QNAN,b1111
,,52.2513,-1.#QNAN,b1111
,,52.2537,-1.#QNAN,b1111
,,52.2562,-1.#QNAN,b1111
,,52.2588,-1.#QNAN,b1111
,,52.2612,-1.#QNAN,b1111
,,52.2637,-1.#QNAN,b1111
,,52.2663,-1.#QNAN,b1111
,,52.2687,-1.#QNAN,b1111
,,52.2713,-1.#QNAN,b1111
,,52.2738,-1.#QNAN,b1111
,,52.2762,-1.#QNAN,b1111
,,52.2788,-1.#QNAN,b1111
,,52.2813,-1.#QNAN,b1111
,,52.2837,-1.#QNAN,b1111
,,52.2863,-1.#QNAN,b1111
,,52.2887,-1.#QNAN,b1111
,,52.2912,-1.#QNAN,b1111
,,52.2938,-1.#QNAN,b1111
,,52.2962,-1.#QNAN,b1111
,,52.2988,-1.#QNAN,b1111
,,52.3013,-1.#QNAN,b1111
,,52.3037,-1.#QNAN,b1111
,,52.3063,-1.#QNAN,b1111
,,52.3088,-1.#QNAN,b1111
,,52.3112,-1.#QNAN,b1111
,,52.3138,-1.#QNAN,b1111
,,52.3162,-1.#QNAN,b1111
,,52.3187,-1.#QNAN,b1111
,,52.3213,-1.#QNAN,b1111
